image,scheme,scaling_w,area_percent,block_count,coding,attack,payload,decoded_payload,payload_accuracy,payload_success,full_message,predicted_full_message,full_bit_accuracy,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q30,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100100110,0.968750,42.4972,29.8494,14219,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q20,1001001011,1001000011,0.900000,0,10010010111001001011100100101110,10010010111001000011100100000110,0.906250,42.4972,28.5598,11096,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011000100101110,0.968750,42.4972,24.5498,18160,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,none,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,39.2246,39.2246,20048,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_bottom_right_50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,39.2246,9.9115,20025,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_center_50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,39.2246,9.5313,16195,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q30,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,39.2246,25.6311,20191,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q20,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,39.2246,24.7233,20121,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,39.2246,19.6873,20058,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,none,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,44.4951,44.4951,20025,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_bottom_right_50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,44.4951,11.3020,19787,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_center_50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,44.4951,10.8251,15766,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q30,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,44.4951,32.6330,19168,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q20,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,44.4951,31.3144,17626,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,44.4951,28.8656,20008,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,none,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,42.7893,42.7893,19722,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_bottom_right_50,1001001011,0000000011,0.700000,0,00110010101010011110010000011110,00010000000000010110010000011110,0.812500,42.7893,11.6846,20714,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_center_50,1001001011,0001001111,0.800000,0,00110010101010011110010000011110,01010010000011011100000000011111,0.750000,42.7893,13.0491,15013,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q30,1001001011,1001110001,0.600000,0,00110010101010011110010000011110,00010010101100011010101000110111,0.687500,42.7893,29.9794,9592,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q20,1001001011,0000001000,0.600000,0,00110010101010011110010000011110,00000000101000100000000010000000,0.531250,42.7893,28.6256,3516,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,10110010101110111111011000110011,0.718750,42.7893,27.9247,23394,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,none,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,41.2376,41.2376,20076,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_bottom_right_50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,41.2376,12.3159,19800,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_center_50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,41.2376,14.4127,16100,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q30,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,41.2376,25.2196,11605,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q20,1001001011,0000001010,0.700000,0,00110010101010011110010000011110,00100000101010001100000000110011,0.718750,41.2376,23.8063,3559,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,41.2376,20.6694,15686,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,none,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,42.4411,42.4411,19280,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_bottom_right_50,1001001011,1100001010,0.700000,0,00110010101010011110010000011110,01110000001010011100111010011110,0.781250,42.4411,10.1564,20163,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,crop_center_50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,42.4411,11.1364,16487,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q30,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,42.4411,29.8445,14660,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,jpeg_q20,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010111110011000011110,0.937500,42.4411,28.5564,11131,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,00110010101010011110010000011110,00110010101010011110010000011110,1.000000,42.4411,24.5466,17733,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_interleaved10,none,1001001011,1001001011,1.000000,1,01000010011000101001111111100010,01000010011000101001111111100010,1.000000,39.2207,39.2207,19897,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_interleaved10,crop_bottom_right_50,1001001011,1001011011,0.900000,0,01000010011000101001111111100010,01000000011001101001111111100010,0.937500,39.2207,9.9129,19709,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_interleaved10,crop_center_50,1001001011,1001001011,1.000000,1,01000010011000101001111111100010,01000010011100101001111111100010,0.968750,39.2207,9.5305,16205,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,hamming74_interleaved10,jpeg_q30,1001001011,1001001011,1.000000,1,01000010011000101001111111100010,01000010011000101001111111100010,1.000000,39.2207,25.6310,19809,0
